,MSSubClass,LotArea,LotShape,LandSlope,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageQual,GarageCond,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,bc_GrLivArea,has_pool,has_miscfeature,alley_access,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSewr,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_SawyerW,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_PreCast,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,bc_LotArea,log_MasVnrArea,yeo_TotalBsmtSF,log_first_FlrSF,yeo_GarageArea,log_WoodDeckSF,log_OpenPorchSF,yeo_LotFrontage,log_EnclosedPorch,Neighborhood_NoRidge_NridgHt_Veenker_StoneBr,Neighborhood_Somerst_Timber,Neighborhood_ClearCr_CollgCr_Crawfor,Neighborhood_Greens_SawyerW_Blmngtn,Neighborhood_Gilbert_NWAmes,Neighborhood_Mitchel_NPkVill,Neighborhood_NAmes_SWISU_Sawyer,Neighborhood_BrkSide_Edwards_Blueste_OldTown_IDOTRR,has_wood_deck ,has_openporch,has_EnclosedPorch,house_age_,years_since_remodeled_,has_basement,has_finsished_basement
902,60,11885,4,3,8,5,4,3,4,3,2,6,990.0,1,0.0,309.0,5,573,0,1.0,0.0,2,1,3,1,5,7,8,1,3,2001.0,2.0,3,3,0,0,0,0,11,9.076434324134034,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59.15017766583177,4.6913478822291435,351.3526385758602,7.1693500166706,202.76355257266505,5.081404364984463,4.812184355372417,31.869513131926702,0.0,False,False,True,False,False,False,False,False,True,True,False,8,8,True,False
2146,20,8250,4,3,6,7,3,3,4,3,0,3,787.0,1,0.0,305.0,5,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0,1964.0,2.0,3,4,0,0,0,0,7,8.312682258123306,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52.31524132022929,5.564520407322694,306.5146755356179,6.9957661563048505,194.28942719976277,0.0,0.0,33.62190769996927,0.0,False,False,False,False,False,False,True,False,False,False,False,44,44,True,False
1680,20,7599,4,3,4,6,3,3,3,3,0,5,565.0,1,0.0,280.0,3,0,0,1.0,0.0,1,0,2,1,3,4,8,0,0,1987.0,2.0,3,3,0,0,0,0,6,7.956198513001791,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50.8828340062754,0.0,250.50487619775083,6.739336627357174,147.51211497055428,0.0,0.0,31.515472232806285,0.0,False,False,False,False,False,True,False,False,False,False,False,25,1,True,False
1571,50,6000,4,3,6,9,4,3,3,3,0,1,0.0,1,0.0,698.0,3,390,0,0.0,0.0,1,0,2,1,3,4,8,0,0,1999.0,2.0,3,3,0,0,0,0,7,8.416525226852768,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,46.96837037948819,0.0,215.50684828666678,6.666956792429207,231.37173460212878,5.351858133476067,0.0,24.524111984914725,0.0,False,False,False,False,False,False,False,True,True,False,False,72,9,True,False
1199,120,3182,4,3,7,5,4,3,4,3,0,6,16.0,1,0.0,1330.0,5,0,0,0.0,0.0,2,0,1,1,4,7,8,1,4,2005.0,2.0,3,3,0,0,0,0,5,8.76390182289316,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,37.806131097732354,2.833213344056216,361.31079125662137,7.315883504509785,179.33338201648056,5.056245805348308,0.0,21.79441899048441,0.0,False,False,False,True,False,False,False,False,True,False,False,4,3,True,False
344,85,10820,4,3,5,7,3,3,4,3,2,6,535.0,3,159.0,88.0,5,0,0,1.0,0.0,1,0,2,1,3,4,8,0,0,1973.0,2.0,3,3,0,0,0,0,6,7.897810707672374,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,57.315912942813824,5.0369526024136295,235.6810947538029,6.697034247666484,216.71291953629375,0.0,0.0,32.57397198464001,0.0,False,False,False,False,False,False,True,False,False,False,False,35,34,True,True
2193,80,7750,3,3,7,5,3,3,4,3,0,6,250.0,1,0.0,134.0,5,656,0,0.0,0.0,2,1,3,1,3,7,8,1,3,2000.0,2.0,3,3,0,0,0,0,4,8.69232421710014,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,51.2223184980774,0.0,134.532315321316,6.651571873589727,160.8054335895988,5.198497031265826,0.0,29.90666036374912,0.0,False,False,False,False,True,False,False,False,True,False,False,10,10,True,False
2518,30,6615,4,3,6,6,3,3,3,3,0,1,0.0,1,0.0,1022.0,3,0,0,0.0,0.0,1,0,3,1,4,6,8,1,4,1923.0,1.0,2,3,0,0,0,0,9,8.694304662121539,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48.54953616967934,0.0,290.9483610901243,7.266827347520591,97.02835516559998,5.58724865840025,4.127134385045092,25.286793167264346,0.0,False,False,False,False,False,False,False,True,True,True,False,86,59,True,False
1030,90,8235,4,3,5,4,3,3,3,3,0,3,483.0,1,0.0,1466.0,3,0,0,0.0,0.0,2,0,6,2,3,10,8,0,0,1977.0,2.0,3,3,0,0,0,0,5,9.134349332832047,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,52.28312027045074,4.605170185988092,483.33539085063217,7.575071699507561,219.78490991104937,3.4965075614664802,0.0,33.62190769996927,0.0,False,False,False,False,False,False,True,False,True,False,False,29,29,True,False
1542,60,8200,4,3,7,5,4,3,4,3,0,1,0.0,1,0.0,847.0,5,1081,0,0.0,0.0,2,1,4,1,4,8,8,1,4,2003.0,2.0,3,3,0,0,0,0,7,9.118773425772833,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52.208015753295825,0.0,250.9714836841196,6.741700694652055,171.9118183884151,4.61512051684126,3.8918202981106265,30.086719042903532,0.0,False,False,True,False,False,False,False,False,True,True,False,4,3,True,False
47,50,11409,4,3,5,4,3,3,3,3,0,2,292.0,1,0.0,476.0,4,568,0,0.0,0.0,1,1,3,1,3,8,6,1,4,1949.0,1.0,3,3,0,160,0,0,1,8.951799695039169,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58.34481807362681,0.0,232.35251112206217,7.045776576879511,120.40588316595995,0.0,0.0,28.270628470312467,0.0,False,False,False,False,False,False,False,True,False,False,False,60,1,True,False
762,190,7800,4,3,5,7,3,3,4,3,1,3,507.0,1,0.0,286.0,3,325,0,1.0,0.0,1,0,3,1,3,5,8,1,4,1939.0,2.0,3,3,0,271,0,0,5,8.345614116409797,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,51.333736254244876,0.0,238.28740002702773,6.675823221634848,164.08952382588677,0.0,0.0,30.086719042903532,0.0,False,False,False,False,False,False,False,True,False,False,False,67,56,True,False
2461,120,3136,3,3,7,5,4,3,4,3,0,1,0.0,1,0.0,1405.0,5,0,0,0.0,0.0,2,0,2,1,4,6,8,1,4,2003.0,2.0,3,3,0,0,0,0,3,8.667343649740554,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,37.61673731874228,5.099866427824199,373.7060154839188,7.247792581767846,186.04940105524466,5.003946305945459,3.6109179126442243,40.20790771951917,0.0,True,False,False,False,False,False,False,False,True,True,False,3,3,True,False
2188,160,2760,4,3,6,5,3,3,3,3,0,1,0.0,1,0.0,525.0,3,567,0,0.0,0.0,1,1,3,1,3,6,8,0,0,1973.0,2.0,3,3,0,0,0,0,12,8.312682258123306,False,False,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,35.99271020115436,6.244166900663736,172.1816453090377,6.263398262591624,173.8547455248797,0.0,0.0,13.75462600560351,0.0,False,False,False,False,False,False,False,False,False,False,False,33,33,True,False
768,30,9000,4,3,5,4,3,3,3,3,0,1,0.0,1,0.0,610.0,5,0,0,0.0,0.0,1,0,2,1,4,4,8,0,0,1919.0,0.0,0,0,0,0,0,0,9,7.913050799602665,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.87295782163181,0.0,193.80024953661572,6.70808408385307,0.0,0.0,0.0,24.524111984914725,0.0,False,False,False,False,False,False,False,True,False,False,False,87,56,True,False
471,50,13837,3,3,7,5,4,4,4,4,0,6,1002.0,2,202.0,0.0,4,806,0,0.0,0.0,2,1,4,1,4,9,8,0,0,1988.0,3.0,3,3,0,0,0,0,2,9.297857888267835,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,62.240156760434544,5.187385805840755,330.98243166219635,7.227662498728654,279.4106716255418,0.0,0.0,35.34637450025126,0.0,False,False,False,False,True,False,False,False,False,False,False,18,18,True,True
2328,120,2280,4,3,7,7,3,3,3,3,0,5,120.0,4,492.0,443.0,3,0,0,1.0,0.0,2,0,2,1,3,4,8,0,0,1976.0,1.0,3,3,0,0,0,0,4,8.264507041184578,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33.68329875318807,0.0,298.3144948089415,6.961296045910167,133.59915658529053,0.0,3.4011973816621555,13.75462600560351,0.0,False,False,False,False,False,True,False,False,False,True,False,30,30,True,True
1965,60,7861,3,3,6,5,4,3,4,3,0,6,457.0,1,0.0,326.0,5,702,0,1.0,0.0,2,1,3,1,4,7,8,1,4,2002.0,2.0,3,3,0,0,0,0,6,8.768616421483355,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,51.469008599714066,0.0,235.91835670538143,6.693323668269949,158.49754177511915,4.61512051684126,4.330733340286331,29.90666036374912,0.0,False,False,False,False,True,False,False,False,True,True,False,4,3,True,False
687,60,11143,3,3,8,5,4,3,4,3,0,1,0.0,1,0.0,1580.0,5,886,0,0.0,0.0,3,0,4,1,4,8,8,1,4,2004.0,2.0,3,3,0,0,0,0,12,9.474638667965092,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,57.884747508746095,0.0,409.8343955487176,7.365180126021013,227.11852735808236,5.075173815233827,5.3706380281276624,42.65078535290586,0.0,False,True,False,False,False,False,False,False,True,True,False,3,2,True,False
2066,20,9600,4,3,7,5,3,3,3,3,0,1,0.0,1,0.0,1164.0,3,0,0,0.0,0.0,1,1,3,1,3,6,8,0,0,1969.0,2.0,3,3,0,0,0,0,7,8.402131401491388,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,55.05655052820541,5.1298987149230735,322.30274802061444,7.059617628291383,201.8259914428329,0.0,0.0,35.34637450025126,0.0,False,False,False,False,True,False,False,False,False,False,False,37,37,True,False
1485,60,17542,3,3,7,7,4,3,3,3,3,2,125.0,5,1031.0,36.0,3,651,0,1.0,0.0,2,1,3,1,4,9,8,2,4,1974.0,2.0,3,3,0,0,0,0,7,9.287222420879285,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,67.36995294921425,0.0,328.38515008863715,7.323830566202317,198.69362731333405,5.3981627015177525,3.871201010907891,35.34637450025126,0.0,True,False,False,False,False,False,False,False,True,True,False,33,4,True,True
1220,120,4538,3,3,9,5,4,3,5,3,2,6,1004.0,1,0.0,306.0,5,0,0,1.0,0.0,1,1,1,1,4,5,8,1,3,2001.0,2.0,3,3,0,0,0,0,7,8.568392137856687,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,42.70535707868088,5.19295685089021,353.69013966414866,7.177782416195197,207.12598921712618,5.627621113690637,3.828641396489095,32.924431198975604,0.0,False,True,False,False,False,False,False,False,True,True,False,7,7,True,False
1619,90,7200,4,3,4,5,3,3,0,0,0,0,0.0,0,0.0,0.0,2,0,0,0.0,0.0,2,0,2,2,3,6,8,0,0,1956.0,2.0,3,3,0,0,0,0,6,8.24451682919877,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,49.96308260564397,0.0,0.0,6.946975992135418,167.35883249027114,0.0,0.0,28.270628470312467,0.0,False,False,False,False,False,False,True,False,False,False,False,60,59,False,False
2317,60,11475,4,3,6,6,3,3,4,3,0,5,550.0,1,0.0,163.0,3,741,0,1.0,0.0,2,1,3,1,3,6,8,1,3,1975.0,2.0,3,3,0,0,0,0,2,8.808558845677117,False,False,False,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,58.45783660913337,0.0,219.1461696011874,6.698268054115413,171.9118183884151,5.3471075307174685,5.342334251964811,37.04504480792576,0.0,False,False,False,False,True,False,False,False,True,True,False,31,31,True,False
