,Unnamed: 0.1,PID,GrLivArea,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MSSubClass.1,MoSold.1,MSZoning_C (all),MSZoning_FV,MSZoning_I (all),MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSewr,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_PreCast,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_PreCast,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mixed,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_No,GarageFinish_No,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_No,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,log_2ndFlrSF,yeo_LotFrontage,log_LotFrontage,log_BsmtUnfSF,log_EnclosedPorch,bc_GrLivArea,log_LotArea,log_MasVnrArea,yeo_TotalBsmtSF,log_first_FlrSF,yeo_GarageArea,log_WoodDeckSF,log_OpenPorchSF,has_pool,log_BsmtFinSF1
1986,170,528458060,1402,20,FV,72.0,8640,Pave,None,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,1402.0,1402.0,GasA,5,Y,SBrkr,1402,0,0,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2008.0,RFn,2.0,625.0,3,3,Y,205,126,0,0,0,0,,No,No,0,5,2009,WD ,Normal,20,5,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,31.04786614770377,4.290459441148391,7.246368080102461,0.0,8.387879677709646,9.064157861798101,0.0,383.16177074668576,7.2456550675945355,228.787729953941,5.327876168789581,4.844187086458591,False,0.0
304,305,903401030,1716,50,RL,60.0,9144,Pave,Pave,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4,1915,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,0,1,0.0,1,0.0,810.0,810.0,GasA,5,Y,SBrkr,1170,546,0,0.0,0.0,2,0,4,1,4,8,8,0,0,Detchd,1970.0,Unf,2.0,672.0,3,3,Y,0,195,0,0,0,0,,No,No,0,3,2008,WD ,Normal,50,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,6.304448802421981,27.012664753005513,4.110873864173311,6.698268054115413,0.0,8.657953747615553,9.120853205474647,0.0,248.254594948787,7.064759027791802,242.7185733275322,0.0,5.278114659230517,False,0.0
2514,698,528102040,1718,20,RL,96.0,12456,Pave,None,4,Lvl,AllPub,FR2,3,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,230.0,5,3,PConc,5,3,3,6,1172.0,1,0.0,528.0,1700.0,GasA,5,Y,SBrkr,1718,0,0,1.0,0.0,2,0,3,1,5,7,8,1,4,Attchd,2008.0,Fin,3.0,786.0,3,3,Y,216,48,0,0,0,0,,No,No,0,7,2009,WD ,Normal,20,7,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.0,38.64031800864859,4.574710978503383,6.270988431858299,0.0,8.659516626325498,9.429957713513835,5.442417710521793,446.21618474003094,7.4489161025442,275.78089253045107,5.37989735354046,3.8918202981106265,False,7.067319848653476
855,856,535453100,1183,80,RL,80.0,8000,Pave,None,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,4,3,2,6,433.0,3,95.0,0.0,528.0,GasA,3,Y,SBrkr,1183,0,0,1.0,0.0,1,0,3,1,3,6,8,0,0,Attchd,1959.0,RFn,1.0,288.0,3,3,Y,0,0,0,0,0,0,,GdWo,No,0,7,2009,WD ,Normal,80,7,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0.0,33.641936302555735,4.394449154672439,0.0,0.0,8.162563358952385,8.987196820661973,0.0,176.87958065610053,7.075808863978387,121.54661344948288,0.0,0.0,False,6.073044534100405
2451,635,532378110,1040,20,RL,67.0,6897,Pave,None,3,Lvl,AllPub,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,0,5,659.0,1,0.0,381.0,1040.0,GasA,5,Y,SBrkr,1040,0,0,1.0,0.0,1,1,3,1,3,6,8,0,0,Detchd,1962.0,Unf,1.0,260.0,3,3,Y,0,104,0,0,0,0,,No,No,0,4,2010,WD ,Normal,20,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,29.38919864320102,4.219507705176107,5.945420608606575,0.0,7.9926594212597495,8.83884181343129,0.0,302.55015318301065,6.946975992135418,111.79344024515618,0.0,4.653960350157523,False,6.492239835020471
28,29,534128010,2090,60,RL,67.0,10382,Pave,None,3,Lvl,AllPub,Corner,3,NWAmes,PosN,Norm,1Fam,2Story,7,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,Stone,240.0,3,3,CBlock,4,3,1,5,859.0,4,32.0,216.0,1107.0,GasA,5,Y,SBrkr,1107,983,0,1.0,0.0,2,1,3,1,3,7,8,2,3,Attchd,1973.0,RFn,2.0,484.0,3,3,Y,235,204,228,0,0,0,,No,Shed,350,11,2009,WD ,Normal,60,11,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,6.891625897052253,29.38919864320102,4.219507705176107,5.37989735354046,5.43372200355424,8.923526159259247,9.247828816387175,5.484796933490655,317.86751628328454,7.009408932708637,185.72632688865514,5.4638318050256105,5.3230099791384085,False,6.756932389247553
1522,523,527454120,1055,120,RL,24.0,2529,Pave,None,4,Lvl,AllPub,Inside,3,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,0,5,378.0,1,0.0,677.0,1055.0,GasA,2,Y,SBrkr,1055,0,0,0.0,0.0,2,0,2,1,3,4,8,0,0,Attchd,1977.0,Unf,2.0,440.0,3,3,Y,0,38,0,0,0,0,,No,No,0,9,2008,WD ,Normal,120,9,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,13.298976868435444,3.2188758248682006,6.519147287940395,0.0,8.011501966207435,7.835579246669965,0.0,305.9970846402191,6.961296045910167,171.82838022871638,0.0,3.6635616461296463,False,5.937536205082426
1066,67,531450120,1730,60,RL,70.0,7703,Pave,None,4,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,PConc,4,4,0,6,52.0,3,364.0,400.0,816.0,GasA,5,Y,SBrkr,833,897,0,0.0,0.0,2,1,3,1,4,6,8,0,0,Attchd,1992.0,RFn,2.0,528.0,3,3,Y,0,91,0,0,168,0,,No,No,0,11,2009,WD ,Normal,60,11,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,6.8001700683022,30.38804952855421,4.2626798770413155,5.993961427306569,0.0,8.668857358078025,8.949365142352965,0.0,249.70917679952535,6.725033642166843,199.38916893057385,0.0,4.5217885770490405,False,3.970291913552122
1232,233,527376110,1664,60,RL,78.0,10140,Pave,None,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,0,6,194.0,1,0.0,638.0,832.0,GasA,3,Y,SBrkr,832,832,0,0.0,0.0,2,1,4,1,3,8,8,1,3,Attchd,1976.0,RFn,2.0,528.0,3,3,Y,0,28,0,0,259,0,,GdWo,No,0,3,2006,WD ,Normal,60,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,6.725033642166843,32.99990331362049,4.3694478524670215,6.459904454377535,0.0,8.616692461522527,9.224243277145174,0.0,253.57708187962132,6.723832440821209,199.38916893057385,0.0,3.367295829986474,False,5.272999558563747
2229,413,907285020,2034,60,RL,67.0,9375,Pave,None,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,0,6,739.0,1,0.0,318.0,1057.0,GasA,5,Y,SBrkr,1057,977,0,1.0,0.0,2,1,3,1,4,8,8,0,0,Attchd,1998.0,RFn,2.0,645.0,3,3,Y,576,36,0,0,0,0,,GdPrv,No,0,2,2009,WD ,Normal,60,2,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6.885509670034818,29.38919864320102,4.219507705176107,5.765191102784844,0.0,8.886820895154354,9.14580185083861,6.352629396319567,306.45589058612177,6.963189985870238,234.73894052294867,6.3578422665081,3.6109179126442243,False,6.606650186198215
1911,95,902110090,1347,20,RM,69.0,5805,Pave,Grvl,4,Bnk,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,5,7,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,4,274.0,3,1073.0,0.0,1347.0,GasA,4,Y,SBrkr,1347,0,0,1.0,1.0,1,0,3,1,4,6,8,0,0,Detchd,1957.0,Unf,2.0,551.0,3,3,Y,0,0,0,0,0,0,,No,No,0,6,2010,WD ,Normal,20,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.0,30.05633783122904,4.248495242049359,0.0,0.0,8.334653588258824,8.666474894131992,0.0,371.22783237716095,7.205635176410364,206.4454384822301,0.0,0.0,False,5.616771097666572
2531,715,902205020,1141,50,RM,50.0,5925,Pave,None,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,0,2,122.0,3,448.0,0.0,570.0,GasA,4,N,SBrkr,761,380,0,0.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1930.0,Unf,1.0,252.0,2,2,Y,0,0,96,0,0,0,,No,No,0,5,2007,ConLw,Normal,50,5,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,5.942799375126701,23.48993695597975,3.9318256327243257,0.0,4.574710978503383,8.114803714241058,8.686935966003333,0.0,187.94231797243214,6.634633357861686,108.9714173649482,0.0,0.0,False,4.812184355372417
490,491,533110130,2417,60,RL,121.0,16059,Pave,None,4,Lvl,AllPub,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,0,1,0.0,1,0.0,1288.0,1288.0,GasA,5,Y,SBrkr,1301,1116,0,0.0,0.0,2,1,4,1,4,9,8,1,3,Attchd,1991.0,Unf,2.0,462.0,3,3,Y,127,82,0,0,0,0,,No,No,0,4,2006,WD ,Normal,60,4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,7.018401799069201,46.04359221968941,4.804021044733257,7.161622002939187,0.0,9.120648289488788,9.68402471906149,5.652489180268651,358.3108433399289,7.170888478512505,178.80836728690443,4.852030263919617,4.418840607796598,False,0.0
1620,621,903425245,2019,70,RL,60.0,11414,Pave,None,3,Lvl,AllPub,Corner,3,BrkSide,RRAn,Feedr,1Fam,2Story,7,8,1910,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,BrkTil,4,3,0,1,0.0,1,0.0,728.0,728.0,GasA,3,N,SBrkr,1136,883,0,0.0,0.0,1,0,3,1,4,8,8,0,0,Detchd,1997.0,Unf,2.0,532.0,3,3,Y,509,135,0,0,0,0,,GdPrv,No,0,10,2009,WD ,Normal,70,10,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,6.784457062637643,27.012664753005513,4.110873864173311,6.591673732008658,0.0,8.876824286058827,9.342595951096653,0.0,228.137934761557,7.035268599281097,200.62041923875472,6.234410725718371,4.912654885736052,False,0.0
74,75,527108090,2021,60,RL,168.0,23257,Pave,None,1,HLS,AllPub,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,0,1,0.0,1,0.0,868.0,868.0,GasA,5,Y,SBrkr,887,1134,0,0.0,0.0,2,1,3,1,4,9,8,1,4,BuiltIn,2006.0,RFn,2.0,422.0,3,3,Y,0,100,0,0,0,0,,No,No,0,9,2006,New,Partial,60,9,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,7.034387929915503,58.9820883598507,5.1298987149230735,6.767343125265392,0.0,8.87816128106813,10.054361440970256,0.0,262.2230899620582,6.787844982309579,166.06877639541153,0.0,4.61512051684126,False,0.0
515,516,910201050,1601,50,RM,50.0,7288,Pave,None,4,Lvl,AllPub,Inside,3,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,BrkTil,3,1,0,1,0.0,1,0.0,936.0,936.0,GasA,5,Y,SBrkr,936,665,0,0.0,0.0,2,0,3,1,3,6,8,0,0,No,,No,0.0,0.0,0,0,N,0,0,0,176,0,0,,No,No,0,9,2007,WD ,Normal,50,9,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,6.501289670540389,23.48993695597975,3.9318256327243257,6.842683282238422,0.0,8.565010540124378,8.893984438939794,0.0,278.3515840233212,6.841615476477592,0.0,0.0,0.0,False,0.0
1309,310,909131170,1482,70,RH,67.0,12155,Pave,None,3,Lvl,AllPub,Inside,3,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,4,156.0,1,0.0,516.0,672.0,GasA,3,N,SBrkr,810,672,0,0.0,0.0,2,0,4,1,2,7,8,0,0,Detchd,1934.0,Unf,1.0,400.0,3,3,P,0,0,254,0,0,0,,No,No,0,3,2008,WD ,Normal,70,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,6.511745329644728,29.38919864320102,4.219507705176107,6.248042874508429,5.541263545158426,8.461823756587584,9.405495886750224,0.0,214.1250390912583,6.697034247666484,158.96624771171534,0.0,0.0,False,5.056245805348308
