,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,log_price,bc_GrLivArea,has_pool,has_miscfeature,alley_access,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,PavedDrive_P,PavedDrive_Y,MoSold_10,MoSold_11,MoSold_12,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MSSubClass_60,MSSubClass_50,MSSubClass_30
1015,1416,155000,160,FV,24.0,2572,Pave,4,Lvl,AllPub,FR2,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0,5,604.0,1,0.0,92.0,696.0,GasA,5,Y,SBrkr,696,720,0,1.0,0.0,2,1,3,1,4,6,8,0,0,Detchd,1999.0,Unf,2.0,484.0,3,3,Y,0,44,0,0,0,0,No,0,5,2010,WD ,Normal,11.951180395901384,9.055043695274252,False,False,False,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2250,1430,173500,20,RL,93.0,10114,Pave,4,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,3,2,1,0.0,1,0.0,1430.0,1430.0,GasA,5,Y,SBrkr,1430,0,0,0.0,0.0,2,0,3,1,4,7,8,0,0,Attchd,2004.0,RFn,2.0,624.0,3,3,Y,0,0,0,0,0,0,No,0,3,2010,WD ,Normal,12.063932878369052,9.070140070253007,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1169,1381,197500,20,RL,78.0,9360,Pave,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,0,5,982.0,1,0.0,179.0,1161.0,GasA,3,Y,SBrkr,1381,0,0,1.0,0.0,1,1,3,1,4,5,8,1,3,Attchd,1972.0,RFn,2.0,676.0,3,3,Y,0,0,0,0,0,0,No,0,3,2010,WD ,Normal,12.193493863323313,9.01667934604548,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
250,1598,201490,60,RL,59.0,9171,Pave,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,848.0,848.0,GasA,5,Y,SBrkr,848,750,0,0.0,0.0,2,1,3,1,4,7,8,1,4,Attchd,2004.0,Fin,2.0,433.0,3,3,Y,100,48,0,0,0,0,No,0,7,2006,WD ,Normal,12.213495031345811,9.241190752359715,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
40,2172,291000,60,RL,,11000,Pave,4,Lvl,AllPub,FR2,3,NoRidge,Norm,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,295.0,4,3,PConc,5,3,1,1,0.0,1,0.0,1519.0,1519.0,GasA,5,Y,SBrkr,1533,639,0,0.0,0.0,2,1,4,1,5,8,8,1,3,BuiltIn,2000.0,RFn,3.0,687.0,3,3,Y,162,153,0,0,0,0,No,0,6,2008,WD ,Normal,12.581078546153629,9.719648083183095,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2467,1363,164900,20,RL,75.0,14559,Pave,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70.0,4,3,CBlock,3,3,0,4,650.0,3,180.0,178.0,1008.0,GasA,5,Y,SBrkr,1363,0,0,1.0,0.0,1,0,2,1,3,6,7,2,3,CarPort,1951.0,Unf,1.0,288.0,3,3,Y,324,42,0,0,168,0,No,2000,6,2009,WD ,Normal,12.01309450854769,8.996591392634505,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1054,2184,335000,60,RL,96.0,11308,Pave,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,5,3,PConc,5,3,2,6,936.0,1,0.0,168.0,1104.0,GasA,5,Y,SBrkr,1130,1054,0,1.0,0.0,2,1,3,1,5,10,8,1,4,Attchd,2008.0,Fin,3.0,836.0,3,3,Y,0,102,0,0,0,0,No,0,7,2009,WD ,Normal,12.721885810807203,9.728317135063461,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1606,1792,133000,90,RL,60.0,9000,Pave,4,Lvl,AllPub,FR2,3,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,1,1,0.0,1,0.0,896.0,896.0,GasA,3,Y,SBrkr,896,896,0,0.0,0.0,2,2,4,2,3,8,8,0,0,Detchd,1982.0,Unf,2.0,480.0,3,3,Y,0,45,0,0,0,0,No,0,6,2008,WD ,Normal,11.79810440720389,9.41881066324255,False,False,False,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
772,896,105000,20,RH,80.0,11622,Pave,4,Lvl,AllPub,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,3,468.0,2,144.0,270.0,882.0,GasA,3,Y,SBrkr,896,0,0,0.0,0.0,1,0,2,1,3,5,8,0,0,Attchd,1961.0,Unf,1.0,730.0,3,3,Y,140,0,0,0,120,0,MnPrv,0,6,2010,WD ,Normal,11.56171562913966,8.362404358001951,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
148,1978,318000,20,RL,80.0,10389,Pave,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,CemntBd,CmentBd,BrkFace,320.0,4,3,PConc,4,3,0,6,1682.0,1,0.0,296.0,1978.0,GasA,5,Y,SBrkr,1978,0,0,1.0,0.0,2,1,3,1,4,8,8,1,4,Attchd,2003.0,RFn,3.0,850.0,3,3,Y,188,25,0,0,0,0,No,0,5,2010,WD ,Normal,12.669806661762314,9.572863880565741,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
447,1455,195000,120,RL,,3940,Pave,4,Lvl,AllPub,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,4,3,PConc,4,3,3,6,1073.0,1,0.0,342.0,1415.0,GasA,5,Y,SBrkr,1455,0,0,1.0,0.0,2,0,2,1,4,6,8,1,3,Attchd,2003.0,Fin,3.0,644.0,3,3,Y,156,20,0,0,144,0,No,0,8,2008,WD ,Normal,12.180754837545884,9.096755226823767,False,False,False,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2041,1560,128600,90,RL,70.0,8078,Pave,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,260.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,1560.0,1560.0,GasA,3,Y,SBrkr,1560,0,0,0.0,0.0,2,0,4,2,3,8,8,0,0,Detchd,1958.0,Unf,2.0,484.0,3,3,Y,0,0,0,0,0,0,No,0,12,2007,WD ,Normal,11.764462090785656,9.204034570627293,False,False,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1975,1540,115000,50,RL,55.0,7150,Pave,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0,3,150.0,1,0.0,1040.0,1190.0,GasA,4,Y,SBrkr,1040,500,0,1.0,0.0,1,0,4,1,2,7,8,0,0,Detchd,2002.0,Unf,1.0,352.0,3,3,Y,0,0,0,0,0,0,No,0,8,2007,WD ,Normal,11.652687407345388,9.18413519135688,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1752,1229,121000,160,RM,24.0,1612,Pave,4,Lvl,AllPub,Inside,3,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,0,1,0.0,1,0.0,561.0,561.0,GasA,3,Y,SBrkr,561,668,0,0.0,0.0,1,1,2,1,3,5,8,1,3,Attchd,1980.0,Fin,2.0,462.0,3,3,Y,154,0,0,0,0,0,MnPrv,0,7,2009,WD ,Normal,11.703545824578878,8.838682825269608,False,False,False,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
578,1978,425000,20,RL,85.0,12633,Pave,3,HLS,AllPub,Inside,3,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,290.0,5,3,PConc,5,3,3,6,1640.0,1,0.0,338.0,1978.0,GasA,5,Y,SBrkr,1978,0,0,1.0,0.0,2,0,2,1,5,7,8,1,4,Attchd,2007.0,Fin,3.0,920.0,3,3,Y,308,52,0,0,0,0,No,0,5,2009,WD ,Normal,12.959844447906553,9.572863880565741,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2539,1505,145000,50,RL,,9144,Pave,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,3,399.0,1,0.0,484.0,883.0,GasA,4,Y,SBrkr,988,517,0,1.0,0.0,1,0,3,1,3,8,8,0,0,Detchd,1940.0,Unf,1.0,240.0,3,3,N,0,0,0,0,0,0,No,0,7,2008,WD ,Normal,11.884489021402711,9.148718704459222,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38,2030,195000,60,RL,,12046,Pave,3,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,3,3,CBlock,3,3,0,2,156.0,1,0.0,692.0,848.0,GasA,3,Y,SBrkr,1118,912,0,0.0,0.0,2,1,4,1,4,8,8,1,3,Attchd,1976.0,Fin,2.0,551.0,3,3,Y,0,224,0,0,0,0,No,0,6,2007,WD ,Normal,12.180754837545884,9.613493497241603,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
422,1537,174000,20,RL,80.0,8400,Pave,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,4,4,CBlock,3,3,0,1,0.0,1,0.0,1319.0,1319.0,GasA,3,Y,SBrkr,1537,0,0,1.0,0.0,1,1,3,1,4,7,8,1,4,Attchd,1962.0,RFn,2.0,462.0,3,3,Y,0,36,0,0,0,0,GdPrv,0,7,2008,COD,Abnorml,12.066810578196666,9.181129330408936,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
258,1384,159000,20,RL,70.0,13300,Pave,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,None,0.0,3,3,CBlock,3,3,0,3,494.0,1,0.0,521.0,1015.0,GasA,4,Y,SBrkr,1384,0,0,1.0,0.0,1,0,2,1,3,6,7,0,0,Attchd,2001.0,Unf,2.0,896.0,3,3,Y,75,0,0,323,0,0,No,400,6,2006,WD ,Normal,11.976659481202368,9.020003362256837,False,True,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
536,1224,131000,20,RL,160.0,20000,Pave,4,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,7,1960,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,5,1224.0,1,0.0,0.0,1224.0,GasA,5,Y,SBrkr,1224,0,0,1.0,0.0,1,0,4,1,3,7,8,1,3,Detchd,1960.0,Unf,2.0,576.0,3,3,Y,474,0,0,0,0,0,No,0,9,2006,WD ,Abnorml,11.782952602183288,8.832482085067355,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1500,864,141000,20,RL,140.0,19138,Pave,4,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0,2,120.0,1,0.0,744.0,864.0,GasA,5,Y,SBrkr,864,0,0,0.0,0.0,1,0,2,1,3,4,8,0,0,Detchd,1951.0,Unf,2.0,400.0,3,3,Y,0,0,0,0,0,0,No,0,6,2010,WD ,Normal,11.856515169360305,8.308160710345465,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1659,1078,125000,30,RL,60.0,10230,Pave,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0,1,0.0,1,0.0,1054.0,1054.0,GasA,5,Y,SBrkr,1078,0,0,0.0,0.0,1,0,3,1,5,6,8,0,0,Detchd,1987.0,Unf,1.0,264.0,3,3,N,0,0,0,0,112,0,GdWo,0,12,2009,WD ,Normal,11.736069016284437,8.640029534232546,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1061,969,122000,20,RL,120.0,10356,Pave,4,Lvl,AllPub,Corner,3,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,2,4,716.0,1,0.0,253.0,969.0,GasA,3,Y,SBrkr,969,0,0,0.0,0.0,1,1,3,1,3,5,8,0,0,Attchd,1975.0,Unf,2.0,440.0,3,3,Y,0,0,0,0,0,0,MnPrv,0,1,2007,WD ,Normal,11.711776323715394,8.479623528863193,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,919,95000,50,RL,65.0,6001,Pave,3,Bnk,AllPub,Inside,2,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,0,2,368.0,1,0.0,232.0,600.0,GasA,5,N,SBrkr,600,319,0,0.0,0.0,1,0,3,1,3,5,8,0,0,Detchd,1940.0,Unf,1.0,231.0,3,3,Y,0,0,45,0,0,0,MnPrv,0,3,2010,WD ,Normal,11.461632170582678,8.400277242483526,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
140,1220,102000,20,RL,67.0,8877,Pave,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,2,0,2,836.0,1,0.0,0.0,836.0,GasA,3,Y,FuseF,1220,0,0,0.0,0.0,1,0,2,1,3,6,8,0,0,Detchd,1951.0,Unf,2.0,396.0,3,3,Y,0,0,0,0,0,0,No,0,4,2006,COD,Normal,11.532728092266408,8.827504306921252,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1065,1167,144000,30,RL,98.0,8731,Pave,3,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,2,BrkTil,3,3,0,4,645.0,1,0.0,270.0,915.0,GasA,3,Y,SBrkr,1167,0,0,0.0,0.0,1,0,3,1,3,6,4,1,4,Detchd,1972.0,Unf,2.0,495.0,3,3,Y,0,0,216,0,126,0,No,0,5,2007,WD ,Normal,11.877568578558138,8.760057613914425,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1440,1500,190000,20,RL,63.0,8487,Pave,4,Lvl,AllPub,FR2,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4,3,2,6,20.0,1,0.0,1480.0,1500.0,GasA,5,Y,SBrkr,1500,0,0,0.0,0.0,2,0,3,1,4,6,8,0,0,Attchd,2004.0,RFn,2.0,570.0,3,3,Y,192,36,0,0,0,0,No,0,8,2009,WD ,Normal,12.154779351142624,9.143596056627857,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1720,693,52500,30,RM,153.0,4118,Pave,3,Bnk,AllPub,Corner,2,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0,1,0.0,1,0.0,693.0,693.0,Grav,2,N,FuseA,693,0,0,0.0,0.0,1,0,2,1,2,4,8,0,0,No,,No,0.0,0.0,0,0,N,0,20,0,0,0,0,No,0,3,2006,WD ,Normal,10.868568448579715,7.981693397944075,False,False,True,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1360,990,145000,20,RL,57.0,9245,Pave,2,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0,6,686.0,1,0.0,304.0,990.0,GasA,5,Y,SBrkr,990,0,0,0.0,1.0,1,0,3,1,3,5,8,0,0,Detchd,1996.0,Unf,2.0,672.0,3,3,Y,0,0,0,0,0,0,No,0,2,2008,WD ,Normal,11.884489021402711,8.511805402975437,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2376,1054,151000,20,RL,65.0,9750,Pave,4,Lvl,AllPub,FR2,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,0,5,602.0,2,438.0,14.0,1054.0,GasA,4,Y,SBrkr,1054,0,0,1.0,0.0,1,1,3,1,3,6,8,0,0,Attchd,1969.0,Unf,2.0,460.0,3,3,Y,180,0,0,0,80,0,No,0,7,2008,WD ,Normal,11.925035115797062,8.606065489235581,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2330,1330,116500,70,RM,60.0,7518,Pave,4,Lvl,AllPub,FR3,3,IDOTRR,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,None,0.0,2,4,BrkTil,2,2,0,1,0.0,1,0.0,396.0,396.0,GasA,4,Y,SBrkr,665,665,0,0.0,0.0,1,0,3,1,3,7,8,0,0,Detchd,2001.0,Unf,1.0,390.0,3,3,N,0,72,45,0,0,0,MnPrv,0,7,2006,WD ,Normal,11.665646551987892,8.959106301763846,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2164,1094,155000,20,RL,85.0,10452,Pave,3,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,3,3,CBlock,3,3,1,3,500.0,1,0.0,594.0,1094.0,GasA,5,Y,SBrkr,1094,0,0,0.0,0.0,1,0,3,1,3,5,8,2,4,Attchd,1953.0,RFn,2.0,495.0,3,3,Y,0,0,0,0,287,0,No,0,6,2008,WD ,Normal,11.951180395901384,8.662279123330942,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1069,1676,196000,20,RL,61.0,33983,Pave,3,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,6,1977,1994,Gable,CompShg,Plywood,Plywood,None,0.0,3,2,PConc,3,3,1,5,1112.0,1,0.0,48.0,1160.0,GasA,3,Y,SBrkr,1676,0,0,1.0,0.0,1,1,3,1,4,6,5,2,3,Attchd,1977.0,RFn,2.0,672.0,3,3,P,690,90,0,0,0,0,GdPrv,0,5,2007,WD ,Normal,12.185869938212655,9.31492263376519,False,False,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
586,1192,78000,70,RM,60.0,6402,Pave,4,Lvl,AllPub,Corner,3,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,596.0,596.0,GasA,3,N,SBrkr,596,596,0,0.0,0.0,1,0,3,1,3,6,8,0,0,Detchd,1920.0,Unf,1.0,189.0,2,2,N,0,0,137,0,0,0,GdWo,0,7,2009,WD ,Normal,11.26446410567173,8.79222359038624,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2170,1382,153000,20,RL,70.0,8750,Pave,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,0,3,172.0,2,483.0,727.0,1382.0,GasA,4,Y,FuseA,1382,0,0,0.0,1.0,1,0,3,1,4,6,8,0,0,Attchd,1955.0,Unf,1.0,350.0,3,3,Y,280,0,0,0,0,0,GdWo,0,7,2009,WD ,Normal,11.938193200374572,9.017788105814498,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1484,1593,193000,60,RL,62.0,7415,Pave,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,0,6,759.0,1,0.0,80.0,839.0,GasA,5,Y,SBrkr,864,729,0,1.0,0.0,2,1,3,1,3,8,8,1,3,Attchd,2004.0,Fin,2.0,398.0,3,3,Y,100,75,0,0,0,0,No,0,4,2008,WD ,Normal,12.170445467887022,9.2363495836105,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1114,1909,197000,60,RL,70.0,8726,Pave,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0,1,0.0,1,0.0,872.0,872.0,GasA,5,Y,SBrkr,872,1037,0,0.0,0.0,2,1,4,1,4,8,8,0,0,BuiltIn,2002.0,RFn,2.0,529.0,3,3,Y,0,108,0,0,0,0,No,0,9,2006,WD ,Normal,12.190959007720126,9.517371166007415,False,False,False,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
953,1053,142100,20,RL,60.0,8250,Pave,4,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,5,288.0,1,0.0,765.0,1053.0,GasA,4,Y,SBrkr,1053,0,0,1.0,0.0,1,0,3,1,4,6,8,0,0,2Types,1994.0,RFn,2.0,692.0,3,3,Y,240,0,0,0,109,0,No,0,7,2007,WD ,Normal,11.864286314085192,8.60463458022321,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1013,2217,268000,20,RL,95.0,15865,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,3,4,3,5,351.0,3,823.0,1043.0,2217.0,GasA,5,Y,SBrkr,2217,0,0,1.0,0.0,2,0,4,1,4,8,8,1,3,Attchd,1970.0,Unf,2.0,621.0,3,3,Y,81,207,0,0,224,0,No,0,10,2007,WD ,Normal,12.498742259492994,9.751927920999496,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,1232,162500,20,RL,,11120,Pave,3,Lvl,AllPub,CulDSac,3,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,4,3,0,4,660.0,1,0.0,572.0,1232.0,GasA,3,Y,SBrkr,1232,0,0,0.0,0.0,2,0,3,1,3,6,8,0,0,Attchd,1984.0,Unf,2.0,516.0,3,3,Y,0,0,0,0,0,0,No,0,6,2008,WD ,Normal,11.998433280751929,8.842391884392004,False,False,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
