,ExterCond,Fireplaces,BsmtQual,GarageCars,BsmtFinType1,BsmtUnfSF,MSSubClass_50,years_since_remodeled_,BsmtFullBath,MSSubClass_60,HouseStyle_SFoyer,LotArea,TotRmsAbvGrd,log_OpenPorchSF,BsmtFinType2,BldgType_TwnhsE,MSSubClass,yeo_GarageArea,MiscVal,FullBath,BedroomAbvGr,BsmtCond,MSSubClass_30,HouseStyle_2Story,house_age_,KitchenQual,HeatingQC,2ndFlrSF,log_MasVnrArea,FireplaceQu,log_WoodDeckSF,BsmtFinSF2,PavedDrive_Y,GarageYrBlt,OverallQual,bc_LotArea,BsmtFinSF1,HalfBath,yeo_TotalBsmtSF,GrLivArea,LotShape,LandSlope,yeo_LotFrontage,ExterQual,log_first_FlrSF,GarageQual,bc_GrLivArea
2098,3,0,3,2.0,3,252.0,1,30,0.0,0,0,6240,5,0.0,1,0,50,231.37173460212878,0,1,2,2,0,0,74,3,4,492,0.0,0,5.726847747587197,0.0,0,1979.0,5,47.5979945430796,276.0,0,172.95689509470975,1040,4,3,25.286793167264346,3,6.306275286948016,3,8.24451682919877
1694,3,0,2,2.0,1,648.0,1,56,0.0,0,0,4400,6,0.0,1,0,50,173.8547455248797,0,1,2,3,0,0,86,3,3,384,0.0,0,0.0,0.0,1,1990.0,6,42.256810510761476,0.0,0,203.25113928072042,1118,4,3,20.592622410881937,3,6.598509028614515,3,8.345614116409797
860,3,0,4,2.0,2,122.0,0,15,1.0,1,0,9109,6,3.4965075614664802,6,0,60,191.44621785606765,0,2,3,3,0,1,15,4,5,786,0.0,0,4.948759890378168,596.0,1,1994.0,7,54.09189204716874,36.0,1,229.01081882005585,1540,4,3,31.869513131926702,4,6.625392368007956,3,8.797519166503122
849,3,0,3,1.0,4,188.0,0,46,0.0,0,0,8000,6,0.0,3,0,20,126.693897293195,0,1,3,3,0,0,46,3,3,0,0.0,0,0.0,319.0,1,1962.0,5,51.774601026236965,520.0,0,292.0677017573871,1027,4,3,35.34637450025126,3,6.934397209928558,3,8.226968686388162
895,3,1,4,1.0,1,160.0,0,51,0.0,0,0,9000,5,3.367295829986474,1,0,20,155.51904102212384,0,1,2,3,0,0,51,3,2,0,4.418840607796598,4,0.0,0.0,1,1958.0,6,53.87295782163181,0.0,0,67.27822465793051,1142,3,2,35.34637450025126,3,7.040536390215956,3,8.375371900652539
1949,3,0,3,2.0,6,1323.0,0,43,1.0,0,0,10456,8,4.343805421853684,1,0,20,204.01211132898385,0,2,4,3,0,0,43,3,4,0,4.795790545596741,0,0.0,0.0,1,1967.0,6,56.660826193344484,506.0,0,459.79193770802794,1829,3,3,35.34637450025126,3,7.511524648390866,3,9.043097395695598
217,3,1,4,3.0,6,590.0,0,0,1.0,0,0,14333,7,4.962844630259907,1,0,20,322.8285354970209,0,2,2,3,0,0,0,4,5,0,0.0,5,4.875197323201151,0.0,1,2007.0,8,62.97736815094293,1518.0,1,514.0552632256224,2122,4,3,45.20915070231909,4,7.660114319173928,3,9.256904381861814
481,3,0,3,1.0,4,450.0,0,56,0.0,0,0,4899,6,0.0,1,0,70,97.02835516559998,0,1,3,3,0,1,86,3,5,755,0.0,0,0.0,0.0,1,1920.0,6,43.83633794174853,305.0,0,229.24995209869272,1510,4,3,31.515472232806285,3,6.626717749249025,3,8.769557556266776
2263,3,0,3,1.0,4,321.0,1,35,0.0,0,0,9140,5,4.04305126783455,1,0,50,231.6748550715742,0,1,2,3,0,0,89,3,2,380,0.0,0,0.0,0.0,1,1950.0,6,54.15383134941282,308.0,0,198.5410800038698,1107,4,3,24.524111984914725,3,6.588926477533519,3,8.331771333052748
134,3,1,4,2.0,6,325.0,0,4,1.0,1,0,8749,7,4.795790545596741,1,0,60,227.11852735808236,0,2,3,3,0,1,4,4,5,940,0.0,4,0.0,0.0,1,2003.0,7,53.361842764249346,654.0,1,281.27249908387785,1932,4,3,31.869513131926702,4,6.899723107284872,3,9.121752677429606
1057,3,0,3,2.0,5,507.0,0,55,0.0,0,0,10950,5,3.8918202981106265,1,0,20,164.08952382588677,0,1,2,3,0,0,55,3,3,0,0.0,0,0.0,0.0,0,1952.0,6,57.54622923805477,441.0,0,274.2400199185145,948,4,3,28.270628470312467,3,6.854354502255021,3,8.115552107047126
448,3,0,3,2.0,5,248.0,0,36,0.0,0,0,9000,5,0.0,1,0,20,201.8259914428329,0,1,3,3,0,0,36,3,3,0,0.0,0,0.0,0.0,1,1974.0,4,53.87295782163181,616.0,0,254.92812560621095,864,4,3,28.270628470312467,3,6.761572768804055,3,7.9869374595018074
865,3,1,3,1.0,5,162.0,0,45,1.0,0,1,6760,6,4.51085950651685,1,0,85,122.85981500399508,0,1,3,3,0,0,45,3,3,0,0.0,1,3.2188758248682006,0.0,1,1962.0,5,48.90760360315945,734.0,0,262.33078823916924,936,4,3,30.445841936158413,3,6.841615476477592,3,8.097859266508632
2510,4,1,3,2.0,3,482.0,1,60,0.0,0,0,17360,6,0.0,1,0,50,183.4974849769752,0,2,3,3,0,0,61,3,3,537,5.831882477283517,4,0.0,0.0,1,1949.0,6,67.13621810074962,300.0,0,235.6810947538029,1556,4,3,48.34478058625292,3,6.926577033222725,3,8.812220685917968
485,3,1,5,2.0,6,460.0,0,8,1.0,0,0,5119,5,4.189654742026425,1,1,120,194.91997087221594,0,2,2,3,0,0,9,4,5,0,4.110873864173311,3,4.584967478670572,0.0,1,1999.0,9,44.4979493447867,1238.0,0,433.7058344415471,1709,3,3,24.524111984914725,4,7.443663683115591,3,8.94595742644194
1441,3,0,3,2.0,5,317.0,0,5,1.0,0,0,7200,5,0.0,4,0,20,260.08446520574154,0,1,3,3,0,0,57,4,4,0,0.0,0,5.272999558563747,149.0,1,1980.0,5,49.96308260564397,398.0,0,254.92812560621095,864,4,3,28.270628470312467,3,6.761572768804055,3,7.9869374595018074
920,3,0,4,2.0,6,577.0,0,18,1.0,0,0,9947,6,3.332204510175204,1,0,80,192.07886289349523,0,2,3,3,0,0,19,4,5,0,0.0,0,5.1298987149230735,0.0,1,1990.0,7,55.71818703977971,611.0,0,327.51813826821564,1217,3,3,33.27373673554317,3,7.104144092987527,3,8.46467059791042
869,3,1,4,2.0,1,850.0,0,8,0.0,1,0,11690,7,3.4011973816621555,1,0,60,211.77708508058956,0,2,3,3,0,1,9,4,5,878,5.262690188904886,3,4.795790545596741,0.0,1,1999.0,8,58.82295841527295,0.0,1,251.67094978362547,1764,3,3,40.700121823304535,4,6.786716950605081,3,8.9912602293134
457,3,1,3,1.0,1,731.0,1,59,0.0,0,0,7681,7,0.0,1,0,50,85.81265228329039,0,1,3,3,0,0,88,3,5,523,0.0,4,5.262690188904886,0.0,1,1921.0,5,51.06775446858024,0.0,1,223.49165190273632,1343,3,3,26.042482464968128,3,6.709304340258298,2,8.603517445322911
2295,3,1,3,2.0,3,504.0,0,27,0.0,0,0,11235,6,4.418840607796598,1,0,20,179.97542495998852,0,1,3,3,0,0,43,3,4,0,3.9512437185814275,1,0.0,0.0,1,1974.0,4,58.04470823194944,547.0,1,297.4243059441893,1382,4,3,33.62190769996927,3,7.231287004327616,3,8.643984922303439
132,4,1,3,2.0,1,585.0,0,12,0.0,0,0,19958,7,0.0,1,0,20,180.61695060351943,0,2,4,3,0,0,49,4,4,0,7.110696122978827,4,5.616771097666572,0.0,1,1958.0,6,70.32686119458819,0.0,1,187.51345609312816,2279,4,3,57.10408180420854,3,7.731492029245684,3,9.360153516715242
2083,4,1,3,2.0,5,554.0,1,48,1.0,0,0,13650,8,0.0,4,0,50,177.40412246895852,0,2,4,3,0,0,48,4,5,668,0.0,4,0.0,441.0,1,1958.0,5,61.95754130040477,57.0,0,297.6469215605609,1920,4,3,32.57397198464001,4,7.132497551660044,3,9.112797227495252
104,3,2,4,2.0,6,595.0,0,15,1.0,1,0,53107,9,5.44673737166631,1,0,60,193.3427426580933,0,2,3,3,0,1,15,4,5,874,0.0,2,5.37989735354046,0.0,1,1992.0,6,97.18555135487856,985.0,1,409.8343955487176,1953,2,2,35.68810929631512,4,6.983789965258135,3,9.137298047008127
647,4,1,4,2.0,6,208.0,0,16,1.0,1,0,12961,7,5.746203190540153,1,0,60,228.94351912538363,0,2,3,3,0,1,17,4,5,645,0.0,2,5.093750200806762,0.0,1,1993.0,6,60.89287568726554,944.0,1,319.6863714260186,1797,4,3,33.27373673554317,4,7.049254841255837,3,9.017800676265551
1102,3,0,2,2.0,1,784.0,0,59,0.0,0,0,9000,5,0.0,1,0,45,147.51211497055428,0,1,2,2,0,0,81,3,3,0,0.0,0,0.0,0.0,0,1950.0,6,53.87295782163181,0.0,0,236.1555533334535,784,4,3,28.270628470312467,3,6.664409020350408,2,7.852860634813347
799,3,1,3,2.0,5,700.0,0,47,1.0,0,0,10197,6,3.044522437723423,3,0,20,194.28942719976277,0,1,3,3,0,0,47,3,3,0,6.198478716492308,3,0.0,374.0,1,1961.0,6,56.1851804240816,288.0,1,364.683588727019,1362,3,3,35.34637450025126,3,7.216709486709457,3,8.623370163483271
1715,3,2,3,2.0,4,500.0,1,59,1.0,0,0,7804,7,3.8066624897703196,1,0,50,216.71291953629375,0,2,4,3,0,0,81,4,3,653,0.0,3,6.068425588244111,0.0,1,1981.0,4,51.34262861997697,622.0,0,313.1195166028545,1981,4,3,30.086719042903532,3,7.191429330036379,3,9.15777948523791
986,3,1,4,2.0,1,953.0,0,6,0.0,1,0,8121,7,3.713572066704308,1,0,60,180.2962522778177,0,2,3,3,0,1,6,3,5,711,0.0,3,4.61512051684126,0.0,1,2000.0,6,52.037687300777556,0.0,1,275.3776060217524,1664,3,3,29.90666036374912,3,6.859614903654202,3,8.907846904735647
1120,4,0,3,0.0,4,162.0,0,2,1.0,0,0,7207,4,0.0,1,0,20,0.0,0,1,2,3,0,0,52,3,4,0,0.0,0,4.770684624465665,0.0,1,1958.0,5,49.97951429766104,696.0,0,253.53359739303303,858,3,3,24.524111984914725,3,6.754604099487962,0,7.977300535822354
1437,3,1,4,2.0,4,1328.0,0,14,1.0,1,0,11025,10,3.912023005428146,1,0,60,235.00329346975306,0,2,4,3,0,0,15,4,5,959,6.343880434126331,5,5.68697535633982,0.0,1,1993.0,9,57.678257237501,520.0,1,463.54134897051244,2786,4,3,43.6156643433144,4,7.510430556378006,3,9.652620229376332
169,3,0,3,1.0,1,844.0,0,56,0.0,0,0,5633,5,4.406719247264253,1,0,30,97.02835516559998,0,1,2,2,1,0,81,3,3,0,0.0,0,3.9318256327243257,0.0,0,1925.0,5,45.971488040958704,0.0,0,250.27148317280495,844,4,3,24.524111984914725,3,6.738152494595957,3,7.95456250292326
2204,3,0,0,0.0,0,0.0,0,43,0.0,0,0,7200,10,0.0,0,0,90,0.0,500,3,6,0,0,1,43,3,3,1788,0.0,0,0.0,0.0,1,1967.0,4,49.96308260564397,0.0,0,0.0,2650,4,3,28.270628470312467,3,6.759255270663693,0,9.579487694625533
1280,4,1,3,1.0,3,204.0,0,9,1.0,0,0,8246,6,4.51085950651685,5,0,20,116.52670290359424,0,1,3,3,0,0,42,4,5,0,0.0,3,6.008813185442595,668.0,1,1968.0,5,52.306679601953846,188.0,0,299.42620803223673,1060,3,3,32.57397198464001,3,6.966024187106113,3,8.271110349755846
923,3,1,4,2.0,4,1139.0,0,33,0.0,0,0,11751,7,4.812184355372417,1,0,20,207.4367926768338,0,2,3,3,0,0,33,3,5,0,6.175867270105761,3,0.0,0.0,1,1977.0,6,58.9257165882248,705.0,0,462.75269317503364,1844,3,3,43.6156643433144,3,7.519692404116539,3,9.054810511001786
1914,4,2,3,2.0,6,397.0,1,8,1.0,0,0,12392,8,4.574710978503383,1,0,50,194.91997087221594,0,2,3,4,0,0,58,4,5,943,0.0,3,0.0,0.0,1,1994.0,7,59.98415930112233,435.0,1,247.4660905785483,2161,4,3,31.869513131926702,3,7.1049654482698426,3,9.283214836603754
357,3,0,3,2.0,1,1116.0,0,48,0.0,0,0,10000,5,0.0,1,0,20,173.8547455248797,0,1,3,3,0,0,48,3,3,0,5.568344503761097,0,0.0,0.0,1,1962.0,6,55.81785227021355,0.0,1,311.80162689286055,1116,3,3,37.71771346594195,3,7.017506142941256,3,8.343106919199146
2160,3,1,4,2.0,1,1074.0,0,1,0.0,1,0,13128,7,4.787491742782046,1,0,60,201.51325223296547,0,2,4,3,0,1,1,4,5,990,5.37989735354046,4,0.0,0.0,1,2005.0,8,61.15440647418548,0.0,1,302.53301167172503,2064,3,3,24.524111984914725,4,6.97914527506881,3,9.216911930138473
1516,3,1,4,2.0,6,356.0,0,3,1.0,1,0,11800,10,3.4965075614664802,1,0,60,177.72599382716032,0,3,5,3,0,1,4,4,5,1340,4.553876891600541,4,4.969813299576001,0.0,1,2003.0,7,59.00799701108275,766.0,1,313.1195166028545,2486,3,3,36.02882872974127,4,7.044032897274685,3,9.486389694867428
379,4,1,3,1.0,1,715.0,1,2,0.0,0,0,12513,7,0.0,1,0,50,150.1917497386236,0,2,4,2,0,0,89,3,4,457,0.0,4,4.02535169073515,0.0,1,1920.0,4,60.179746015629846,0.0,0,219.63015890916708,1738,3,3,32.924431198975604,3,7.155396301896734,3,8.970014517761744
2434,3,1,4,3.0,6,1603.0,0,5,1.0,0,0,10655,7,0.0,0,0,20,306.42733029723854,0,2,3,3,0,0,6,4,5,0,5.6937321388027,4,0.0,479.0,1,2003.0,8,57.02085587140234,1124.0,0,714.5595991468696,1629,3,3,37.04504480792576,4,7.395721608602045,3,8.877520827887832
2526,3,1,4,2.0,2,420.0,0,37,0.0,0,0,12155,7,0.0,1,0,20,187.95815213364466,0,2,3,3,0,0,37,3,4,0,0.0,3,0.0,0.0,1,1970.0,6,59.5972632705825,1237.0,0,425.4533801625373,1657,1,3,32.924431198975604,3,7.4127640174265625,3,8.901830585516203
1296,3,0,2,2.0,1,596.0,0,56,1.0,0,0,7200,8,0.0,1,0,70,216.71291953629375,0,1,4,3,0,1,86,4,5,764,0.0,0,3.6109179126442243,0.0,0,1989.0,7,49.96308260564397,0.0,1,190.28663732514485,1762,4,3,28.270628470312467,3,6.905753276311464,3,8.989636563396054
516,3,1,3,0.0,5,432.0,0,39,0.0,0,0,10500,5,0.0,1,0,20,0.0,0,1,3,3,0,0,39,3,3,0,0.0,1,0.0,0.0,1,1971.0,4,56.74083032090346,432.0,0,254.92812560621095,864,4,3,31.869513131926702,3,6.761572768804055,0,7.9869374595018074
1356,4,0,4,1.0,6,570.0,0,13,1.0,0,0,8428,5,0.0,1,0,20,155.51904102212384,0,1,3,4,0,0,13,3,5,0,0.0,0,5.54907608489522,0.0,1,1995.0,5,52.693407082032586,420.0,0,283.7562936979289,990,2,3,28.270628470312467,3,6.897704943128636,3,8.175841259942079
2081,3,2,4,2.0,6,253.0,0,8,1.0,1,0,8880,8,4.875197323201151,1,0,60,181.2579616005737,0,2,3,3,0,1,16,4,5,888,0.0,2,0.0,0.0,1,1994.0,7,53.629828983831544,695.0,1,274.2400199185145,2110,3,3,31.869513131926702,4,7.108244139731541,3,9.248716194289674
403,3,0,3,1.0,1,803.0,1,11,0.0,0,0,7200,6,4.189654742026425,1,0,50,125.99875705228659,0,1,2,3,0,0,68,4,5,557,0.0,0,0.0,0.0,1,1951.0,5,49.96308260564397,0.0,1,240.65001066719998,1360,4,3,28.270628470312467,3,6.688354713946762,3,8.621292862281146
636,3,0,5,2.0,6,262.0,0,7,1.0,0,0,6853,6,3.258096538021482,1,0,20,183.8169113266658,0,2,2,3,0,0,8,4,5,0,4.919980925828125,0,5.262690188904886,0.0,1,2001.0,8,49.13451304689545,1005.0,0,344.5281731228743,1296,3,3,36.02882872974127,4,7.16703787691222,3,8.55323532937744
709,3,1,3,2.0,4,130.0,0,37,0.0,1,0,12936,6,4.762173934797756,1,0,60,192.07886289349523,0,1,3,4,0,1,37,3,3,660,0.0,3,5.68697535633982,0.0,1,1972.0,6,60.85352705084291,593.0,1,221.5632082969492,1395,3,3,35.34637450025126,3,6.5998704992128365,3,8.657232750493243
963,3,1,4,3.0,1,910.0,0,11,0.0,1,0,11050,8,3.4965075614664802,1,0,60,288.094876736633,0,2,3,3,0,1,12,4,5,910,0.0,3,5.765191102784844,0.0,1,1996.0,7,57.722130494013584,0.0,1,265.5514463068238,1820,4,3,33.27373673554317,3,6.813444599510896,3,9.036025550612194
776,3,1,3,2.0,5,557.0,0,8,0.0,0,0,16492,6,0.0,3,0,20,217.32810204900264,0,2,2,3,0,0,44,4,5,0,0.0,4,0.0,713.0,1,1966.0,6,65.99789225297539,247.0,1,396.93283094507126,1888,3,3,53.53471487737455,4,7.543273346705446,3,9.088652942859126
1403,3,1,3,2.0,1,661.0,1,4,0.0,0,0,5362,8,0.0,1,0,50,209.29940968584273,0,2,3,3,0,0,97,3,5,589,0.0,4,5.493061443340548,0.0,1,1985.0,5,45.20657428877198,0.0,0,206.45664767309853,1250,4,3,25.665491498607746,3,6.493753839851686,3,8.502312989388331
1755,3,1,0,2.0,0,0.0,0,56,0.0,0,0,13108,7,3.2188758248682006,0,0,20,160.8054335895988,0,1,2,0,0,0,56,3,2,0,0.0,4,5.1647859739235145,0.0,1,1951.0,5,61.123205389782754,0.0,1,0.0,1226,2,3,50.19567261791923,3,7.111512116496157,3,8.475032167623196
269,3,1,4,2.0,6,1530.0,0,1,0.0,0,0,4590,6,4.30406509320417,1,0,120,232.28082691641953,0,2,2,4,0,0,1,4,5,0,4.6913478822291435,4,5.056245805348308,0.0,1,2006.0,8,42.871962001559346,24.0,0,404.52364537287355,1554,4,3,18.121864306473114,4,7.348587530927593,3,8.810390887479333
1404,3,2,4,2.0,3,229.0,0,39,1.0,0,0,20355,6,4.7535901911063645,5,0,20,199.63450194660285,0,1,2,3,0,0,39,3,3,0,4.820281565605037,4,0.0,826.0,1,1967.0,7,70.78901007738304,810.0,0,466.8890396115722,1830,4,2,35.68810929631512,3,7.512071245835466,3,9.043881110206017
2488,3,0,3,0.0,1,912.0,0,39,0.0,0,0,9400,8,0.0,1,0,90,0.0,0,2,4,3,0,1,39,3,3,912,0.0,0,4.859812404361672,0.0,1,1971.0,6,54.667769429138225,0.0,2,266.01066484166813,1824,4,3,40.043418168735606,3,6.815639990074331,0,9.03917269373605
2215,3,0,4,2.0,2,0.0,0,47,1.0,0,0,8472,5,0.0,6,0,90,198.06581754652845,0,1,2,3,0,0,47,3,3,0,0.0,0,4.672828834461906,712.0,1,1963.0,5,52.786045594690734,104.0,0,243.7119470851446,816,2,2,45.20915070231909,2,6.704414354964107,3,7.907988561169431
862,3,2,4,2.0,5,490.0,0,31,1.0,0,0,11333,5,0.0,1,0,80,205.25894389790443,0,1,3,3,0,0,31,3,3,0,0.0,3,4.795790545596741,0.0,1,1976.0,6,58.21412210046879,539.0,0,292.5151087172319,1062,3,3,33.27373673554317,3,6.967909201801884,3,8.273743373521626
798,4,1,4,2.0,6,245.0,0,10,1.0,1,0,11250,8,5.14166355650266,1,0,60,227.11852735808236,0,2,4,4,0,1,11,4,5,1045,0.0,3,5.62040086571715,0.0,1,1995.0,7,58.07070404147578,685.0,1,270.13393004520736,1995,4,3,38.71977333037905,4,6.856461984594587,3,9.167917070522542
1423,3,0,3,1.0,3,620.0,0,51,0.0,0,0,6000,5,0.0,1,0,20,122.85981500399508,0,1,3,3,0,0,51,3,4,0,0.0,0,0.0,0.0,1,1957.0,5,46.96837037948819,308.0,0,269.6766450253201,928,4,3,24.524111984914725,3,6.833031732786201,3,8.08594366474418
657,3,1,4,2.0,5,0.0,0,34,0.0,0,0,2280,4,3.332204510175204,2,0,120,173.8547455248797,0,2,2,3,0,0,34,3,3,0,0.0,2,0.0,622.0,1,1975.0,7,33.68329875318807,435.0,0,298.75931616559217,1055,4,3,13.75462600560351,3,6.961296045910167,3,8.264507041184578
2395,3,3,3,2.0,4,314.0,0,19,0.0,1,0,13600,7,3.7612001156935624,1,0,60,188.59342761563244,0,2,3,3,0,1,44,3,3,800,5.176149732573829,2,0.0,0.0,1,1965.0,7,61.88152893464291,454.0,1,232.35251112206217,1986,4,3,37.04504480792576,3,7.078341579557671,3,9.161407858859262
1857,4,1,3,2.0,5,666.0,1,57,1.0,0,0,16287,7,0.0,4,0,50,216.71291953629375,0,1,3,3,0,0,82,3,3,450,0.0,4,0.0,105.0,0,1975.0,5,65.72311265682083,130.0,0,263.4822604699024,1351,4,3,33.27373673554317,3,6.803505257608338,3,8.611908870013893
2528,3,1,4,2.0,2,598.0,0,14,1.0,0,0,8012,5,4.248495242049359,6,1,120,203.38804868059106,0,2,2,3,0,0,15,4,5,0,0.0,2,0.0,841.0,1,1993.0,6,51.80081288325432,165.0,0,414.7199120823707,1617,4,3,24.524111984914725,4,7.388327859577107,3,8.866980361925185
786,3,0,3,2.0,5,303.0,0,44,1.0,0,0,7728,6,2.9444389791664403,1,0,90,205.57038410377143,0,1,3,3,0,0,44,3,3,0,4.795790545596741,0,0.0,0.0,1,1962.0,5,51.17313943467688,803.0,0,309.6017409884127,1190,4,3,31.869513131926702,3,7.081708586105575,3,8.433142337242455
2319,3,1,3,2.0,1,384.0,0,10,0.0,0,0,7848,7,0.0,1,0,80,164.08952382588677,0,2,3,3,0,0,10,3,5,656,0.0,3,0.0,0.0,1,1999.0,7,51.440240219111125,0.0,1,134.532315321316,1430,3,3,29.72626599973727,3,6.651571873589727,3,8.69232421710014
52,3,1,4,2.0,1,585.0,0,4,0.0,0,0,12090,7,4.727387818712341,1,0,80,185.73084621045027,0,3,3,3,0,0,23,3,5,728,4.31748811353631,3,5.594711379601839,0.0,1,1984.0,6,59.49025514747086,0.0,1,187.51345609312816,1868,4,3,34.65979590864584,3,7.038783541388542,3,9.073364136097073
2259,3,0,3,2.0,6,340.0,0,44,1.0,0,0,8480,5,3.2188758248682006,1,0,20,231.37173460212878,0,1,2,3,0,0,44,3,3,0,0.0,0,0.0,0.0,1,1996.0,5,52.8028537047616,630.0,0,279.2358249992189,970,4,3,35.34637450025126,3,6.877296071497429,3,8.147442226275013
502,4,0,3,2.0,5,624.0,0,3,0.0,0,0,9000,5,0.0,1,0,20,216.71291953629375,0,1,3,3,0,0,38,3,4,0,0.0,0,5.303304908059076,0.0,1,1986.0,4,53.87295782163181,240.0,0,254.92812560621095,864,4,3,28.270628470312467,3,6.761572768804055,3,7.9869374595018074
612,3,0,3,2.0,5,0.0,0,34,1.0,0,0,9800,5,0.0,1,0,20,209.29940968584273,0,1,3,3,0,0,34,3,3,0,0.0,0,5.54907608489522,0.0,1,1975.0,5,55.43984918349417,894.0,0,261.8698116608158,894,4,3,31.869513131926702,3,6.795705775173514,3,8.034186313440326
2520,3,0,4,2.0,1,1074.0,0,21,0.0,0,0,3696,5,4.31748811353631,1,1,120,180.61695060351943,0,1,2,3,0,0,21,4,5,0,0.0,0,0.0,0.0,1,1987.0,8,39.80548995222073,0.0,1,302.53301167172503,1088,4,3,23.366221804122663,4,6.992096427415888,3,8.307549677706168
1946,3,1,5,2.0,2,379.0,0,10,1.0,0,0,10140,7,4.30406509320417,6,0,20,218.86433888199755,0,2,3,3,0,0,11,4,5,0,0.0,3,4.3694478524670215,1127.0,1,1998.0,7,56.07939868587394,144.0,0,424.0400461417727,1680,4,3,34.65979590864584,4,7.426549072397305,3,8.92150850847302
1396,3,1,5,3.0,6,1794.0,0,4,0.0,0,0,14122,8,4.787491742782046,1,0,20,247.61583174488737,0,2,3,3,0,0,5,5,5,0,5.484796933490655,4,0.0,0.0,1,2005.0,8,62.66591570672822,28.0,0,458.4084604508169,1822,3,3,35.00360872335617,4,7.507690077819904,3,9.037599944396666
1139,3,1,3,2.0,3,250.0,0,51,0.0,0,0,7450,6,4.290459441148391,2,0,20,159.48756133408793,0,1,2,3,0,0,51,4,4,0,0.0,4,0.0,206.0,1,1966.0,5,50.54330835125854,438.0,0,261.8698116608158,1074,3,3,33.27373673554317,3,6.97914527506881,3,8.28944307083774
2418,3,0,3,2.0,1,1958.0,0,34,0.0,0,0,12760,9,0.0,1,0,90,276.5023853182336,0,3,5,3,0,0,34,3,3,0,0.0,0,0.0,0.0,1,1976.0,6,60.57503503412313,0.0,0,485.08832713269396,2048,3,3,33.27373673554317,3,7.6246189861593985,3,9.205691208871068
1011,3,0,3,0.0,5,180.0,0,5,1.0,0,0,9098,5,0.0,1,0,30,0.0,0,1,2,3,1,0,87,3,5,0,0.0,0,0.0,0.0,0,1920.0,4,54.06987904972145,348.0,0,172.95689509470975,605,3,3,27.534120804530048,3,6.405228458030842,0,7.498257559786393
1053,3,2,3,2.0,3,571.0,0,50,1.0,0,0,9300,6,0.0,1,0,20,180.61695060351943,0,1,3,3,0,0,50,3,3,0,5.783825182329737,4,0.0,0.0,1,1960.0,5,54.471261650470254,697.0,0,344.7419961120501,1264,4,3,32.924431198975604,3,7.142036574706803,3,8.517997408474724
1854,3,0,0,2.0,0,0.0,0,45,0.0,0,0,9842,6,0.0,0,0,90,180.93752026799237,0,2,2,0,0,0,45,3,3,0,0.0,0,0.0,0.0,1,1962.0,4,55.519663035902994,0.0,0,0.0,1224,4,3,31.869513131926702,3,7.1098794630722715,3,8.47273586938271
242,3,1,5,3.0,6,195.0,0,1,1.0,0,0,13693,9,4.3694478524670215,4,0,20,239.22412906156183,0,2,4,3,0,0,1,5,5,0,6.318968113746434,5,5.883322388488279,495.0,1,2007.0,8,62.02276028747034,1728.0,1,572.5601734832527,2464,4,3,43.6156643433144,4,7.80954132465341,3,9.473458579386557
98,3,1,4,1.0,6,728.0,0,46,0.0,0,0,9150,6,4.709530201312334,1,0,80,125.65086282092535,0,1,3,3,0,0,46,3,4,0,5.723585101952381,4,4.174387269895637,0.0,1,1962.0,6,54.17378121898194,371.0,0,308.0592685198634,1431,3,3,42.327641949121244,3,7.266128779556451,3,8.693314769003841
794,3,0,4,1.0,6,121.0,0,39,1.0,0,1,1477,3,0.0,1,1,180,122.15982746867908,0,1,1,3,0,0,39,3,3,0,0.0,0,0.0,0.0,1,1970.0,4,28.929399081781572,509.0,0,198.78973514632168,630,4,3,12.365703222657439,3,6.4457198193855785,3,7.553366465416997
2202,3,0,2,0.0,1,796.0,0,58,0.0,0,0,8777,4,0.0,1,0,30,0.0,0,1,2,3,1,0,98,3,4,0,0.0,0,5.796057750765372,0.0,0,1910.0,5,53.419350926205595,0.0,0,238.99685417787214,796,4,3,30.803659333427245,3,6.679599185844383,0,7.8737804438393
113,3,1,5,3.0,6,600.0,0,0,1.0,0,0,9416,8,4.9344739331306915,1,0,20,279.4106716255418,0,2,3,3,0,0,0,5,5,0,5.327876168789581,4,5.147494476813453,0.0,1,2007.0,7,54.69907825386251,1126.0,0,439.3169368656974,1726,4,3,35.00360872335617,5,7.453561871643373,3,8.960106555399527
1239,3,0,4,2.0,6,194.0,0,9,1.0,0,0,2280,6,3.4965075614664802,1,0,160,173.8547455248797,0,2,3,3,0,1,9,3,4,792,5.37989735354046,0,0.0,0.0,1,1999.0,6,33.68329875318807,550.0,1,226.6157064521317,1549,4,3,13.75462600560351,3,6.6293632534374485,3,8.805806564309133
1662,3,0,3,1.0,1,520.0,0,13,0.0,0,0,7392,5,4.51085950651685,1,0,30,147.51211497055428,0,1,2,3,1,0,78,3,3,0,0.0,0,0.0,0.0,1,1934.0,5,50.409892447444015,0.0,0,170.8874365247781,912,4,3,28.270628470312467,3,6.815639990074331,3,8.06181619487833
187,3,0,3,1.0,5,196.0,0,53,1.0,0,0,7390,6,0.0,1,0,20,112.97477935102901,0,1,3,3,0,0,53,3,3,0,5.0238805208462765,0,0.0,0.0,1,1955.0,5,50.40527919222257,902.0,0,307.8387425896221,1098,3,3,32.924431198975604,3,7.001245622069476,3,8.320347666573406
